food_name,food_category,portion_size,portion_unit,calories,protein,fat,carbohydrates,fiber,vitamin_a,vitamin_c,vitamin_d,vitamin_e,calcium,iron,potassium,sodium
beef,protein,457.3,g,1088.6,113.2,65.3,0.0,0.0,0.0,0.0,0.0,0.5,78.4,11.3,1384.6,313.5
beef,protein,458.8,g,1110.8,115.5,66.6,0.0,0.0,0.0,0.0,0.0,0.5,80.0,11.6,1412.9,319.9
rice,grain,341.8,g,458.3,9.5,1.1,98.7,1.4,0.0,0.0,0.0,0.4,35.3,0.7,123.4,3.5
cream,dairy,125.9,g,424.0,2.6,46.1,3.5,0.0,121.0,0.7,0.6,0.9,81.1,0.1,118.5,53.6
apple,fruit,76.6,g,38.4,0.2,0.1,10.3,1.8,2.2,3.4,0.0,0.1,4.4,0.1,79.0,0.7
apple,fruit,491.7,g,253.2,1.5,1.0,68.2,11.7,14.6,22.4,0.0,0.9,29.2,0.6,521.0,4.9
quinoa,grain,187.8,g,228.6,8.4,3.6,41.9,5.3,0.0,0.0,0.0,1.2,32.4,2.8,327.6,13.3
tomato,vegetable,29.9,g,5.3,0.3,0.1,1.2,0.4,244.2,4.0,0.0,0.2,2.9,0.1,69.5,1.5
almond,nut,194.7,g,1152.7,41.8,99.5,43.8,24.9,0.0,0.0,0.0,51.0,535.5,7.4,1459.3,2.0
peanut,nut,26.3,g,147.6,6.8,12.8,4.2,2.2,0.0,0.0,0.0,2.2,23.9,1.2,183.5,4.7
apple,fruit,419.4,g,227.8,1.3,0.9,61.3,10.5,13.1,20.2,0.0,0.8,26.3,0.5,468.8,4.4
bread,grain,129.1,g,347.0,11.8,4.2,64.2,3.5,0.0,0.0,0.0,0.3,64.2,4.7,150.6,642.8
cream,dairy,497.1,g,1719.0,10.6,187.1,14.2,0.0,490.4,3.0,2.5,3.8,328.6,0.3,480.3,217.4
tofu,protein,303.9,g,231.0,24.3,14.6,5.8,0.9,0.0,0.0,0.0,0.0,395.1,4.3,367.8,21.3
cucumber,vegetable,398.6,g,60.7,2.7,0.4,15.2,1.9,398.5,10.6,0.0,0.1,60.7,1.1,557.9,7.6
peanut,nut,467.1,g,2672.8,122.6,231.0,75.4,40.1,0.0,0.0,0.0,39.3,433.7,21.6,3323.3,84.9
sunflower_seed,nut,253.4,g,1460.7,52.5,127.6,50.0,21.5,0.0,3.5,0.0,88.0,195.1,13.1,1613.3,22.5
spinach,vegetable,130.1,g,29.2,3.7,0.5,5.1,2.8,595.1,35.7,0.0,2.6,125.6,3.4,708.0,100.2
grape,fruit,398.7,g,255.7,2.5,0.8,66.0,3.7,12.4,13.2,0.0,0.8,41.2,1.5,787.8,8.2
strawberry,fruit,64.0,g,19.7,0.4,0.2,4.9,1.2,0.6,36.1,0.0,0.2,9.8,0.3,94.0,0.6
quinoa,grain,314.2,g,381.8,14.0,6.0,70.0,8.9,0.0,0.0,0.0,2.0,54.1,4.7,547.2,22.3
sunflower_seed,nut,277.2,g,1695.8,61.0,148.1,58.1,25.0,0.0,4.1,0.0,102.1,226.5,15.2,1872.9,26.1
broccoli,vegetable,457.7,g,155.8,12.8,1.8,32.1,11.9,2853.9,408.6,0.0,3.6,215.3,3.3,1447.6,151.2
tofu,protein,268.9,g,196.4,20.7,12.4,4.9,0.8,0.0,0.0,0.0,0.0,336.0,3.6,312.7,18.1
grape,fruit,88.3,g,54.8,0.5,0.2,14.2,0.8,2.7,2.8,0.0,0.2,8.8,0.3,168.9,1.8
sunflower_seed,nut,427.2,g,2492.3,89.6,217.6,85.4,36.7,0.0,6.0,0.0,150.1,332.9,22.4,2752.6,38.4
cucumber,vegetable,303.7,g,50.9,2.2,0.3,12.7,1.6,334.2,8.9,0.0,0.1,50.9,0.9,467.8,6.4
almond,nut,466.6,g,2634.8,95.6,227.5,100.1,56.9,0.0,0.0,0.0,116.6,1224.1,16.9,3335.6,4.6
chicken_breast,protein,88.2,g,150.6,28.3,3.3,0.0,0.0,5.5,0.0,0.0,0.2,13.7,0.9,233.6,67.5
peanut,nut,148.2,g,878.9,40.3,76.0,24.8,13.2,0.0,0.0,0.0,12.9,142.6,7.1,1092.8,27.9
rice,grain,477.0,g,594.9,12.4,1.4,128.1,1.8,0.0,0.0,0.0,0.5,45.8,0.9,160.2,4.6
pasta,grain,247.4,g,327.3,12.5,2.7,62.5,4.5,0.0,0.0,0.0,0.1,17.5,3.2,109.9,15.0
strawberry,fruit,499.0,g,161.7,3.5,1.5,40.4,10.1,5.1,297.2,0.0,1.5,80.9,2.1,773.4,5.1
banana,fruit,202.2,g,182.4,2.3,0.6,47.1,5.3,6.1,17.8,0.0,0.2,10.2,0.5,733.6,2.0
walnut,nut,411.4,g,2641.5,60.6,262.5,56.5,27.1,0.0,5.3,0.0,2.8,395.8,11.8,1781.2,8.1
egg,protein,55.1,g,81.4,6.8,5.8,0.6,0.0,84.0,0.0,1.1,0.6,29.4,0.9,72.5,65.1
pasta,grain,463.6,g,620.6,23.7,5.2,118.4,8.5,0.0,0.0,0.0,0.3,33.2,6.2,208.4,28.4
beef,protein,303.7,g,722.4,75.1,43.3,0.0,0.0,0.0,0.0,0.0,0.3,52.0,7.5,918.9,208.1
pasta,grain,477.5,g,625.5,23.9,5.3,119.4,8.6,0.0,0.0,0.0,0.3,33.4,6.2,210.1,28.6
spinach,vegetable,243.8,g,53.8,6.8,0.9,9.4,5.1,1096.9,65.7,0.0,4.7,231.5,6.3,1305.0,184.8
orange,fruit,77.5,g,34.9,0.7,0.1,8.9,1.8,166.8,39.5,0.0,0.1,29.7,0.1,134.2,0.0
orange,fruit,196.8,g,94.4,1.8,0.2,24.1,4.8,451.9,106.8,0.0,0.4,80.3,0.2,363.5,0.0
butter,dairy,204.1,g,1523.1,1.9,172.1,0.2,0.0,1453.0,0.0,3.2,4.9,51.0,0.0,51.0,23.4
yogurt,dairy,460.6,g,261.1,44.3,1.8,15.9,0.0,119.5,2.2,0.4,0.3,486.8,0.3,623.9,159.3
butter,dairy,81.4,g,601.2,0.8,67.9,0.1,0.0,573.5,0.0,1.3,1.9,20.1,0.0,20.1,9.2
yogurt,dairy,187.9,g,112.6,19.1,0.8,6.9,0.0,51.5,1.0,0.2,0.1,209.9,0.1,269.1,68.7
cream,dairy,491.2,g,1671.7,10.3,181.9,13.8,0.0,476.9,3.0,2.5,3.7,319.6,0.2,467.1,211.4
salmon,protein,66.1,g,134.9,16.2,7.8,0.0,0.0,96.6,2.5,7.1,2.3,5.8,0.2,235.4,38.3
rice,grain,424.5,g,528.8,11.0,1.2,113.9,1.6,0.0,0.0,0.0,0.4,40.7,0.8,142.4,4.1
chicken_breast,protein,250.7,g,427.2,80.3,9.3,0.0,0.0,15.5,0.0,0.0,0.6,38.8,2.7,662.7,191.6
broccoli,vegetable,181.0,g,60.9,5.0,0.7,12.5,4.7,1115.2,159.7,0.0,1.4,84.1,1.3,565.7,59.1
orange,fruit,245.6,g,115.5,2.2,0.2,29.5,5.9,552.7,130.7,0.0,0.4,98.3,0.2,444.6,0.0
spinach,vegetable,342.1,g,76.8,9.7,1.3,13.4,7.3,1566.0,93.8,0.0,6.8,330.6,9.0,1863.1,263.8
grape,fruit,199.5,g,126.8,1.2,0.4,32.7,1.8,6.1,6.5,0.0,0.4,20.5,0.7,390.7,4.1
apple,fruit,70.9,g,38.2,0.2,0.1,10.3,1.8,2.2,3.4,0.0,0.1,4.4,0.1,78.6,0.7
cream,dairy,466.4,g,1587.5,9.8,172.8,13.1,0.0,452.9,2.8,2.3,3.5,303.5,0.2,443.6,200.8
beef,protein,257.3,g,648.2,67.4,38.9,0.0,0.0,0.0,0.0,0.0,0.3,46.7,6.7,824.5,186.7
butter,dairy,151.2,g,1060.8,1.3,119.8,0.1,0.0,1012.0,0.0,2.2,3.4,35.5,0.0,35.5,16.3
orange,fruit,102.7,g,50.2,1.0,0.1,12.8,2.6,240.5,56.9,0.0,0.2,42.8,0.1,193.4,0.0
grape,fruit,455.3,g,272.2,2.6,0.9,70.3,4.0,13.2,14.1,0.0,0.8,43.9,1.6,838.6,8.8
egg,protein,318.1,g,490.0,41.1,34.8,3.5,0.0,505.8,0.0,6.3,3.3,177.0,5.5,436.3,392.0
butter,dairy,345.8,g,2374.4,3.0,268.2,0.3,0.0,2265.1,0.0,5.0,7.7,79.5,0.1,79.5,36.4
peanut,nut,25.8,g,147.1,6.7,12.7,4.2,2.2,0.0,0.0,0.0,2.2,23.9,1.2,182.9,4.7
egg,protein,450.4,g,678.7,56.9,48.2,4.8,0.0,700.6,0.0,8.8,4.6,245.2,7.7,604.3,543.0
egg,protein,351.9,g,564.8,47.4,40.1,4.0,0.0,583.1,0.0,7.3,3.8,204.1,6.4,502.9,451.9
sunflower_seed,nut,232.4,g,1360.5,48.9,118.8,46.6,20.0,0.0,3.3,0.0,81.9,181.7,12.2,1502.6,21.0
carrot,vegetable,303.8,g,129.3,2.8,0.6,31.5,8.8,2632.6,18.6,0.0,2.1,104.0,0.9,1008.9,217.5
milk,dairy,254.3,g,108.6,8.8,2.6,12.9,0.0,119.0,2.3,3.1,0.2,292.2,0.1,387.9,113.8
apple,fruit,98.9,g,53.0,0.3,0.2,14.3,2.4,3.1,4.7,0.0,0.2,6.1,0.1,109.0,1.0
orange,fruit,441.6,g,209.1,4.0,0.4,53.4,10.7,1001.2,236.7,0.0,0.8,178.0,0.4,805.4,0.0
walnut,nut,336.1,g,2207.4,50.6,219.4,47.3,22.6,0.0,4.4,0.0,2.4,330.8,9.8,1488.5,6.8
tofu,protein,393.1,g,303.2,31.9,19.2,7.6,1.2,0.0,0.0,0.0,0.0,518.7,5.6,482.8,27.9
yogurt,dairy,78.3,g,44.7,7.6,0.3,2.7,0.0,20.4,0.4,0.1,0.0,83.3,0.1,106.8,27.3
walnut,nut,272.3,g,1726.6,39.6,171.6,37.0,17.7,0.0,3.4,0.0,1.8,258.7,7.7,1164.3,5.3
tofu,protein,467.1,g,340.5,35.8,21.5,8.5,1.3,0.0,0.0,0.0,0.0,582.4,6.3,542.1,31.4
strawberry,fruit,313.8,g,101.0,2.2,0.9,25.2,6.3,3.2,185.5,0.0,0.9,50.5,1.3,482.8,3.2
oatmeal,grain,45.5,g,29.9,1.1,0.6,5.3,0.7,0.0,0.0,0.0,0.0,21.6,0.3,26.9,21.6
peanut,nut,463.1,g,2500.1,114.6,216.1,70.5,37.5,0.0,0.0,0.0,36.7,405.7,20.2,3108.6,79.4
grape,fruit,295.4,g,182.3,1.8,0.6,47.1,2.6,8.8,9.4,0.0,0.6,29.4,1.1,561.7,5.9
spinach,vegetable,61.3,g,14.1,1.8,0.2,2.5,1.4,288.4,17.3,0.0,1.2,60.9,1.7,343.1,48.6
chicken_breast,protein,181.6,g,295.0,55.4,6.4,0.0,0.0,10.7,0.0,0.0,0.4,26.8,1.9,457.7,132.3
sunflower_seed,nut,257.4,g,1543.3,55.5,134.8,52.9,22.7,0.0,3.7,0.0,92.9,206.1,13.9,1704.5,23.8
tofu,protein,383.1,g,279.8,29.5,17.7,7.0,1.1,0.0,0.0,0.0,0.0,478.6,5.2,445.5,25.8
almond,nut,121.7,g,711.5,25.8,61.4,27.0,15.4,0.0,0.0,0.0,31.5,330.5,4.6,900.7,1.2
tomato,vegetable,249.3,g,42.8,2.1,0.5,9.5,2.9,1981.9,32.6,0.0,1.3,23.8,0.6,563.9,11.9
banana,fruit,474.8,g,440.3,5.4,1.5,113.8,12.9,14.8,43.0,0.0,0.5,24.7,1.3,1771.0,4.9
salmon,protein,366.9,g,789.4,94.9,45.5,0.0,0.0,565.5,14.8,41.7,13.5,34.2,1.3,1377.7,223.9
grape,fruit,326.7,g,210.1,2.0,0.7,54.2,3.1,10.2,10.8,0.0,0.6,33.9,1.2,647.3,6.8
apple,fruit,94.1,g,50.8,0.3,0.2,13.7,2.3,2.9,4.5,0.0,0.2,5.9,0.1,104.6,1.0
banana,fruit,319.0,g,283.1,3.5,1.0,73.2,8.3,9.5,27.7,0.0,0.3,15.9,0.8,1138.7,3.2
egg,protein,414.4,g,628.9,52.7,44.6,4.5,0.0,649.2,0.0,8.1,4.3,227.2,7.1,559.9,503.1
pasta,grain,428.7,g,538.8,20.6,4.5,102.8,7.4,0.0,0.0,0.0,0.2,28.8,5.3,181.0,24.7
tofu,protein,471.9,g,370.9,39.0,23.4,9.3,1.5,0.0,0.0,0.0,0.0,634.5,6.8,590.6,34.2
tofu,protein,39.0,g,29.7,3.1,1.9,0.7,0.1,0.0,0.0,0.0,0.0,50.8,0.5,47.3,2.7
rice,grain,123.2,g,159.8,3.3,0.4,34.4,0.5,0.0,0.0,0.0,0.1,12.3,0.2,43.0,1.2
carrot,vegetable,300.1,g,118.7,2.6,0.6,28.9,8.1,2416.6,17.1,0.0,1.9,95.5,0.9,926.1,199.7
grape,fruit,251.1,g,152.5,1.5,0.5,39.3,2.2,7.4,7.9,0.0,0.5,24.6,0.9,469.7,4.9
chicken_breast,protein,182.9,g,310.5,58.3,6.8,0.0,0.0,11.3,0.0,0.0,0.4,28.2,2.0,481.8,139.3
pasta,grain,58.3,g,79.2,3.0,0.7,15.1,1.1,0.0,0.0,0.0,0.0,4.2,0.8,26.6,3.6
oatmeal,grain,40.7,g,27.5,1.0,0.6,4.8,0.7,0.0,0.0,0.0,0.0,19.8,0.2,24.6,19.8
chicken_breast,protein,252.4,g,429.7,80.7,9.4,0.0,0.0,15.6,0.0,0.0,0.6,39.1,2.7,666.6,192.7
egg,protein,356.6,g,559.9,47.0,39.7,4.0,0.0,578.0,0.0,7.2,3.8,202.3,6.3,498.5,447.9
beef,protein,44.6,g,115.1,12.0,6.9,0.0,0.0,0.0,0.0,0.0,0.1,8.3,1.2,146.5,33.2
tomato,vegetable,479.6,g,82.1,4.1,0.9,18.2,5.5,3798.8,62.5,0.0,2.5,45.6,1.2,1080.8,22.8
beef,protein,99.1,g,236.1,24.6,14.2,0.0,0.0,0.0,0.0,0.0,0.1,17.0,2.5,300.3,68.0
chicken_breast,protein,397.7,g,681.2,128.0,14.9,0.0,0.0,24.8,0.0,0.0,0.9,61.9,4.3,1056.9,305.5
cucumber,vegetable,73.2,g,11.1,0.5,0.1,2.8,0.3,73.2,2.0,0.0,0.0,11.1,0.2,102.4,1.4
cucumber,vegetable,166.4,g,27.9,1.2,0.2,7.0,0.9,182.8,4.9,0.0,0.1,27.9,0.5,255.9,3.5
yogurt,dairy,402.6,g,238.4,40.4,1.6,14.5,0.0,109.1,2.0,0.4,0.2,444.5,0.3,569.7,145.5
walnut,nut,234.8,g,1583.3,36.3,157.4,33.9,16.2,0.0,3.1,0.0,1.7,237.3,7.0,1067.6,4.8
chicken_breast,protein,272.0,g,462.5,86.9,10.1,0.0,0.0,16.8,0.0,0.0,0.6,42.0,2.9,717.5,207.4
carrot,vegetable,139.1,g,58.8,1.3,0.3,14.3,4.0,1196.9,8.5,0.0,0.9,47.3,0.4,458.7,98.9
orange,fruit,46.1,g,22.7,0.4,0.0,5.8,1.2,108.9,25.7,0.0,0.1,19.4,0.0,87.6,0.0
cheese,dairy,488.0,g,1872.1,116.4,153.7,6.1,0.0,1234.1,0.0,2.8,1.0,3357.7,3.2,456.4,2892.0
broccoli,vegetable,320.9,g,110.2,9.1,1.3,22.7,8.4,2019.5,289.2,0.0,2.5,152.4,2.4,1024.4,107.0
egg,protein,405.4,g,610.8,51.2,43.3,4.3,0.0,630.5,0.0,7.9,4.1,220.7,6.9,543.8,488.6
orange,fruit,131.7,g,64.5,1.2,0.1,16.5,3.3,308.9,73.0,0.0,0.2,54.9,0.1,248.5,0.0
butter,dairy,195.4,g,1418.7,1.8,160.3,0.2,0.0,1353.4,0.0,3.0,4.6,47.5,0.0,47.5,21.8
strawberry,fruit,472.4,g,158.5,3.5,1.5,39.6,9.9,5.0,291.3,0.0,1.4,79.3,2.0,757.9,5.0
broccoli,vegetable,439.2,g,144.4,11.9,1.7,29.7,11.0,2645.9,378.8,0.0,3.3,199.6,3.1,1342.1,140.2
butter,dairy,444.2,g,3286.5,4.1,371.3,0.5,0.0,3135.2,0.0,6.9,10.6,110.0,0.1,110.0,50.4
yogurt,dairy,150.7,g,91.4,15.5,0.6,5.6,0.0,41.8,0.8,0.2,0.1,170.3,0.1,218.3,55.7
egg,protein,155.6,g,245.9,20.6,17.5,1.7,0.0,253.9,0.0,3.2,1.7,88.9,2.8,219.0,196.7
bread,grain,207.8,g,549.8,18.7,6.6,101.7,5.6,0.0,0.0,0.0,0.5,101.7,7.5,238.6,1018.7
peanut,nut,240.5,g,1352.5,62.0,116.9,38.2,20.3,0.0,0.0,0.0,19.9,219.5,10.9,1681.7,42.9
walnut,nut,216.0,g,1459.9,33.5,145.1,31.3,15.0,0.0,2.9,0.0,1.6,218.8,6.5,984.4,4.5
almond,nut,452.8,g,2681.1,97.2,231.5,101.9,57.9,0.0,0.0,0.0,118.7,1245.6,17.2,3394.2,4.6
carrot,vegetable,270.8,g,110.3,2.4,0.5,26.9,7.5,2246.7,15.9,0.0,1.8,88.8,0.8,861.0,185.7
chicken_breast,protein,226.8,g,369.8,69.5,8.1,0.0,0.0,13.4,0.0,0.0,0.5,33.6,2.3,573.7,165.8
almond,nut,363.5,g,2121.1,76.9,183.2,80.6,45.8,0.0,0.0,0.0,93.9,985.4,13.6,2685.2,3.7
oatmeal,grain,237.9,g,163.1,5.8,3.4,28.8,4.1,0.0,0.0,0.0,0.2,117.6,1.4,146.4,117.6
egg,protein,240.8,g,384.9,32.3,27.3,2.7,0.0,397.3,0.0,5.0,2.6,139.1,4.3,342.7,307.9
peanut,nut,465.0,g,2688.9,123.3,232.4,75.9,40.3,0.0,0.0,0.0,39.5,436.3,21.7,3343.3,85.4
banana,fruit,406.0,g,379.1,4.7,1.3,98.0,11.1,12.8,37.1,0.0,0.4,21.3,1.1,1525.0,4.3
egg,protein,241.2,g,384.5,32.3,27.3,2.7,0.0,396.9,0.0,5.0,2.6,138.9,4.3,342.4,307.6
strawberry,fruit,54.3,g,16.7,0.4,0.2,4.2,1.0,0.5,30.6,0.0,0.2,8.3,0.2,79.6,0.5
sunflower_seed,nut,299.8,g,1821.7,65.5,159.1,62.4,26.8,0.0,4.4,0.0,109.7,243.3,16.4,2012.0,28.1
cream,dairy,311.4,g,1080.4,6.7,117.6,8.9,0.0,308.2,1.9,1.6,2.4,206.6,0.2,301.9,136.6
beef,protein,148.3,g,359.3,37.4,21.6,0.0,0.0,0.0,0.0,0.0,0.2,25.9,3.7,457.0,103.5
almond,nut,120.3,g,684.8,24.8,59.1,26.0,14.8,0.0,0.0,0.0,30.3,318.1,4.4,866.9,1.2
broccoli,vegetable,176.4,g,58.4,4.8,0.7,12.0,4.5,1070.3,153.2,0.0,1.3,80.7,1.3,542.9,56.7
quinoa,grain,381.1,g,452.3,16.6,7.2,82.9,10.6,0.0,0.0,0.0,2.4,64.1,5.6,648.3,26.4
salmon,protein,258.5,g,518.9,62.4,29.9,0.0,0.0,371.7,9.7,27.4,8.9,22.5,0.8,905.6,147.2
cucumber,vegetable,174.5,g,28.6,1.3,0.2,7.2,0.9,187.7,5.0,0.0,0.1,28.6,0.5,262.8,3.6
chia_seed,nut,349.3,g,1670.8,58.4,106.6,144.4,118.3,0.0,5.5,0.0,1.7,2169.3,26.5,1399.2,55.0
milk,dairy,193.7,g,79.4,6.4,1.9,9.4,0.0,86.9,1.7,2.3,0.2,213.5,0.1,283.5,83.2
salmon,protein,385.0,g,790.6,95.0,45.6,0.0,0.0,566.4,14.8,41.8,13.5,34.2,1.3,1379.8,224.3
salmon,protein,286.0,g,566.7,68.1,32.7,0.0,0.0,405.9,10.6,30.0,9.7,24.5,0.9,988.9,160.7
cheese,dairy,434.2,g,1666.9,103.7,136.8,5.4,0.0,1098.8,0.0,2.5,0.9,2989.6,2.8,406.4,2575.0
cucumber,vegetable,100.8,g,15.7,0.7,0.1,3.9,0.5,103.1,2.7,0.0,0.0,15.7,0.3,144.4,2.0
rice,grain,256.9,g,345.7,7.2,0.8,74.5,1.1,0.0,0.0,0.0,0.3,26.6,0.5,93.1,2.7
salmon,protein,53.5,g,107.3,12.9,6.2,0.0,0.0,76.8,2.0,5.7,1.8,4.6,0.2,187.2,30.4
butter,dairy,460.3,g,3326.1,4.2,375.8,0.5,0.0,3173.1,0.0,7.0,10.8,111.3,0.1,111.3,51.0
broccoli,vegetable,399.3,g,132.8,10.9,1.6,27.3,10.2,2432.6,348.3,0.0,3.0,183.5,2.9,1233.8,128.9
apple,fruit,72.1,g,36.5,0.2,0.1,9.8,1.7,2.1,3.2,0.0,0.1,4.2,0.1,75.1,0.7
walnut,nut,368.1,g,2403.2,55.1,238.9,51.4,24.6,0.0,4.8,0.0,2.6,360.1,10.7,1620.5,7.3
almond,nut,128.0,g,730.2,26.5,63.1,27.7,15.8,0.0,0.0,0.0,32.3,339.2,4.7,924.4,1.3
oatmeal,grain,52.9,g,36.4,1.3,0.7,6.4,0.9,0.0,0.0,0.0,0.0,26.2,0.3,32.6,26.2
bread,grain,314.1,g,870.8,29.6,10.5,161.0,8.9,0.0,0.0,0.0,0.7,161.0,11.8,377.9,1613.5
chicken_breast,protein,47.7,g,76.0,14.3,1.7,0.0,0.0,2.8,0.0,0.0,0.1,6.9,0.5,118.0,34.1
pasta,grain,426.1,g,560.5,21.4,4.7,107.0,7.7,0.0,0.0,0.0,0.3,29.9,5.6,188.3,25.7
orange,fruit,425.3,g,193.6,3.7,0.4,49.4,9.9,927.0,219.2,0.0,0.7,164.8,0.4,745.7,0.0
broccoli,vegetable,173.2,g,57.3,4.7,0.7,11.8,4.4,1050.5,150.4,0.0,1.3,79.2,1.2,532.8,55.6
broccoli,vegetable,254.4,g,83.6,6.9,1.0,17.2,6.4,1531.0,219.2,0.0,1.9,115.5,1.8,776.5,81.1
walnut,nut,112.3,g,749.5,17.2,74.5,16.0,7.7,0.0,1.5,0.0,0.8,112.3,3.3,505.4,2.3
milk,dairy,336.9,g,146.2,11.8,3.5,17.4,0.0,160.1,3.1,4.2,0.3,393.3,0.1,522.0,153.1
butter,dairy,376.1,g,2789.2,3.5,315.1,0.4,0.0,2660.8,0.0,5.8,9.0,93.4,0.1,93.4,42.8
tomato,vegetable,126.3,g,23.6,1.2,0.3,5.2,1.6,1093.2,18.0,0.0,0.7,13.1,0.4,311.0,6.6
walnut,nut,48.4,g,325.2,7.5,32.3,7.0,3.3,0.0,0.6,0.0,0.3,48.7,1.4,219.3,1.0
salmon,protein,467.5,g,987.6,118.7,57.0,0.0,0.0,707.4,18.5,52.2,16.9,42.7,1.6,1723.5,280.1
cream,dairy,209.3,g,689.7,4.3,75.1,5.7,0.0,196.8,1.2,1.0,1.5,131.9,0.1,192.7,87.2
chia_seed,nut,114.7,g,566.1,19.8,36.1,48.9,40.1,0.0,1.9,0.0,0.6,735.0,9.0,474.1,18.6
egg,protein,74.5,g,120.1,10.1,8.5,0.9,0.0,123.9,0.0,1.5,0.8,43.4,1.4,106.9,96.0
orange,fruit,151.0,g,68.6,1.3,0.1,17.5,3.5,328.5,77.7,0.0,0.3,58.4,0.1,264.2,0.0
yogurt,dairy,490.0,g,302.3,51.2,2.0,18.4,0.0,138.3,2.6,0.5,0.3,563.6,0.4,722.5,184.5
bread,grain,408.6,g,1135.9,38.6,13.7,210.0,11.6,0.0,0.0,0.0,0.9,210.0,15.4,492.9,2104.7
quinoa,grain,166.3,g,207.8,7.6,3.3,38.1,4.8,0.0,0.0,0.0,1.1,29.4,2.6,297.9,12.1
cucumber,vegetable,402.1,g,63.4,2.8,0.4,15.8,2.0,416.0,11.1,0.0,0.1,63.4,1.1,582.5,7.9
rice,grain,364.4,g,473.6,9.8,1.1,102.0,1.5,0.0,0.0,0.0,0.4,36.4,0.7,127.5,3.6
tofu,protein,80.5,g,62.9,6.6,4.0,1.6,0.2,0.0,0.0,0.0,0.0,107.6,1.2,100.1,5.8
milk,dairy,104.0,g,45.7,3.7,1.1,5.4,0.0,50.1,1.0,1.3,0.1,123.0,0.0,163.2,47.9
cucumber,vegetable,336.6,g,51.5,2.3,0.3,12.9,1.6,338.2,9.0,0.0,0.1,51.5,0.9,473.5,6.4
spinach,vegetable,173.3,g,38.9,4.9,0.7,6.8,3.7,792.5,47.5,0.0,3.4,167.3,4.6,942.9,133.5
peanut,nut,132.9,g,769.8,35.3,66.5,21.7,11.5,0.0,0.0,0.0,11.3,124.9,6.2,957.1,24.4
broccoli,vegetable,100.9,g,35.9,3.0,0.4,7.4,2.7,657.2,94.1,0.0,0.8,49.6,0.8,333.4,34.8
pasta,grain,493.6,g,656.5,25.1,5.5,125.3,9.0,0.0,0.0,0.0,0.3,35.1,6.5,220.5,30.1
peanut,nut,316.0,g,1745.8,80.1,150.9,49.3,26.2,0.0,0.0,0.0,25.6,283.3,14.1,2170.7,55.4
apple,fruit,260.3,g,141.1,0.8,0.5,38.0,6.5,8.1,12.5,0.0,0.5,16.3,0.3,290.4,2.7
broccoli,vegetable,34.9,g,11.8,1.0,0.1,2.4,0.9,216.9,31.1,0.0,0.3,16.4,0.3,110.0,11.5
apple,fruit,400.1,g,215.3,1.2,0.8,58.0,9.9,12.4,19.0,0.0,0.7,24.8,0.5,443.0,4.1
cucumber,vegetable,311.7,g,48.3,2.1,0.3,12.1,1.5,317.1,8.5,0.0,0.1,48.3,0.8,443.9,6.0
carrot,vegetable,438.0,g,181.4,4.0,0.9,44.3,12.4,3695.1,26.1,0.0,2.9,146.0,1.3,1416.1,305.3
spinach,vegetable,115.6,g,27.8,3.5,0.5,4.8,2.7,567.9,34.0,0.0,2.5,119.9,3.3,675.6,95.7
chia_seed,nut,244.9,g,1212.1,42.4,77.3,104.7,85.8,0.0,4.0,0.0,1.2,1573.7,19.3,1015.0,39.9
chicken_breast,protein,98.8,g,166.2,31.2,3.6,0.0,0.0,6.0,0.0,0.0,0.2,15.1,1.0,257.9,74.5
banana,fruit,178.8,g,152.0,1.9,0.5,39.3,4.4,5.1,14.9,0.0,0.2,8.5,0.4,611.4,1.7
chia_seed,nut,65.2,g,305.7,10.7,19.5,26.4,21.6,0.0,1.0,0.0,0.3,396.9,4.9,256.0,10.1
pasta,grain,230.2,g,295.3,11.3,2.5,56.4,4.1,0.0,0.0,0.0,0.1,15.8,2.9,99.2,13.5
cream,dairy,314.2,g,1099.4,6.8,119.6,9.1,0.0,313.6,1.9,1.6,2.5,210.2,0.2,307.2,139.0
tomato,vegetable,28.1,g,5.0,0.2,0.1,1.1,0.3,230.5,3.8,0.0,0.1,2.8,0.1,65.6,1.4
peanut,nut,189.6,g,1051.7,48.2,90.9,29.7,15.8,0.0,0.0,0.0,15.5,170.7,8.5,1307.7,33.4
tofu,protein,31.5,g,23.8,2.5,1.5,0.6,0.1,0.0,0.0,0.0,0.0,40.8,0.4,38.0,2.2
pasta,grain,188.1,g,241.3,9.2,2.0,46.0,3.3,0.0,0.0,0.0,0.1,12.9,2.4,81.0,11.1
banana,fruit,61.7,g,52.7,0.7,0.2,13.6,1.5,1.8,5.2,0.0,0.1,3.0,0.2,212.0,0.6
grape,fruit,280.6,g,169.8,1.6,0.5,43.8,2.5,8.2,8.8,0.0,0.5,27.4,1.0,523.0,5.5
tomato,vegetable,277.0,g,51.3,2.6,0.6,11.4,3.4,2372.5,39.0,0.0,1.5,28.5,0.8,675.0,14.2
milk,dairy,396.3,g,159.0,12.9,3.8,18.9,0.0,174.2,3.4,4.5,0.3,427.8,0.1,567.9,166.6
pasta,grain,187.9,g,249.2,9.5,2.1,47.6,3.4,0.0,0.0,0.0,0.1,13.3,2.5,83.7,11.4
pasta,grain,223.5,g,285.2,10.9,2.4,54.4,3.9,0.0,0.0,0.0,0.1,15.2,2.8,95.8,13.1
